SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,33 W Ontario St Unit 24F,Chicago,IL,60654,425000,2,2.0,CHI - Near North Side,1250,,2003,28,340,967,Active,,,https://www.redfin.com/IL/Chicago/33-W-Ontario-St-60654/unit-24F/home/39557679,MRED,11624493,N,Y,41.8931144,-87.6291864
MLS Listing,,Condo/Co-op,910 S Michigan Ave #1211,Chicago,IL,60605,414900,2,2.0,CHI - Loop,1650,,1913,28,251,934,Active,,,https://www.redfin.com/IL/Chicago/910-S-Michigan-Ave-60605/unit-1211/home/12662665,MRED,11624383,N,Y,41.8701636,-87.6248468
MLS Listing,,Condo/Co-op,1414 N Wells St #212,Chicago,IL,60610,399900,1,1.0,CHI - Near North Side,,,1995,28,,538,Active,,,https://www.redfin.com/IL/Chicago/1414-N-Wells-St-60610/unit-212/home/14115603,MRED,11610665,N,Y,41.9081697,-87.6349094
MLS Listing,,Condo/Co-op,200 W Grand Ave #1403,Chicago,IL,60654,399000,2,2.0,CHI - Near North Side,1250,,2004,28,319,804,Active,,,https://www.redfin.com/IL/Chicago/200-W-Grand-Ave-60654/unit-1403/home/12576394,MRED,11613546,N,Y,41.8918775,-87.6344475
MLS Listing,,Condo/Co-op,3001 W Logan Blvd #1,Chicago,IL,60647,324900,2,1.0,CHI - Logan Square,950,,1908,29,342,338,Active,,,https://www.redfin.com/IL/Chicago/3001-W-Logan-Blvd-60647/unit-1/home/12727616,MRED,11613550,N,Y,41.9279283,-87.7025983
MLS Listing,,Condo/Co-op,1641 W Farwell Ave Unit 2N,Chicago,IL,60626,216500,2,2.0,CHI - Rogers Park,1000,,1918,29,217,201,Active,,,https://www.redfin.com/IL/Chicago/1641-W-Farwell-Ave-60626/unit-2N/home/26802709,MRED,11623509,N,Y,42.0060966,-87.671571
MLS Listing,,Condo/Co-op,565 W Quincy St #717,Chicago,IL,60661,360000,2,2.0,CHI - Near West Side,1132,,2009,29,318,670,Active,,,https://www.redfin.com/IL/Chicago/565-W-Quincy-St-60661/unit-717/home/28471158,MRED,11623500,N,Y,41.8783451,-87.6420845
MLS Listing,,Single Family Residential,5332 S Lowe Ave,Chicago,IL,60609,190000,4,1.5,CHI - New City,996,3149,1969,30,191,,Active,,,https://www.redfin.com/IL/Chicago/5332-S-Lowe-Ave-60609/home/13952234,MRED,11622137,N,Y,41.7970172,-87.6418759
MLS Listing,,Condo/Co-op,212 W Washington St #2111,Chicago,IL,60606,270000,2,1.0,CHI - Loop,900,,1914,30,300,766,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/212-W-Washington-St-60606/unit-2111/home/113098187,MRED,11610430,N,Y,41.8833756,-87.634418
MLS Listing,,Condo/Co-op,2910 W Berwyn Ave #3,Chicago,IL,60625,215000,2,1.0,CHI - Lincoln Square,1030,,1975,30,209,324,Active,,,https://www.redfin.com/IL/Chicago/2910-W-Berwyn-Ave-60625/unit-3/home/180562903,MRED,11622067,N,Y,41.977883,-87.7021199
MLS Listing,,Condo/Co-op,2 S Leavitt St #206,Chicago,IL,60612,249900,1,1.0,CHI - Near West Side,,,2005,30,,290,Active,,,https://www.redfin.com/IL/Chicago/2-S-Leavitt-St-60612/unit-206/home/26795614,MRED,11622000,N,Y,41.8810582,-87.6816613
MLS Listing,,Single Family Residential,7007 W Farragut Ave,Chicago,IL,60656,339999,2,1.0,CHI - Norwood Park,800,2500,1961,30,425,,Active,,,https://www.redfin.com/IL/Chicago/7007-W-Farragut-Ave-60656/home/13506915,MRED,11621882,N,Y,41.9761796,-87.8027867
MLS Listing,,Condo/Co-op,474 N Lake Shore Dr #2206,Chicago,IL,60611,244000,0,1.0,CHI - Near North Side,650,,1991,34,375,554,Active,,,https://www.redfin.com/IL/Chicago/474-N-Lake-Shore-Dr-60611/unit-2206/home/12592706,MRED,11620570,N,Y,41.8908367,-87.6145904
MLS Listing,,Condo/Co-op,125 E 13th St #1104,Chicago,IL,60605,430000,2,2.0,CHI - Near South Side,1400,,2005,34,307,528,Active,,,https://www.redfin.com/IL/Chicago/125-E-13th-St-60605/unit-1104/home/12635887,MRED,11620013,N,Y,41.8655862,-87.62288
MLS Listing,,Condo/Co-op,11907 Gregory St #3,Blue Island,IL,60406,55900,1,1.0,Blue Island,640,,1964,34,87,232,Active,,,https://www.redfin.com/IL/Blue-Island/11907-Gregory-St-60406/unit-3/home/12690612,MRED,11620014,N,Y,41.6769559,-87.679048
MLS Listing,,Single Family Residential,7332 S Dante Ave,Chicago,IL,60619,274990,3,2.5,CHI - South Shore,1500,3136,1922,34,183,,Active,,,https://www.redfin.com/IL/Chicago/7332-S-Dante-Ave-60619/home/13921685,MRED,11614492,N,Y,41.7613609,-87.5899547
MLS Listing,,Single Family Residential,8444 W Agatite Ave,Chicago,IL,60656,495000,3,2.0,CHI - O'Hare,2002,5671,1958,35,247,,Active,,,https://www.redfin.com/IL/Chicago/8444-W-Agatite-Ave-60656/home/13551375,MRED,11618495,N,Y,41.9608249,-87.8382256
MLS Listing,,Single Family Residential,5465 N Mason Ave,Chicago,IL,60630,469000,4,3.0,CHI - Jefferson Park,1314,3920,1949,35,357,,Active,,,https://www.redfin.com/IL/Chicago/5465-N-Mason-Ave-60630/home/13502709,MRED,11612327,N,Y,41.980399,-87.7766215
MLS Listing,,Condo/Co-op,2 E Erie St #3907,Chicago,IL,60611,360000,1,1.0,CHI - Near North Side,824,,2002,35,437,610,Active,,,https://www.redfin.com/IL/Chicago/2-E-Erie-St-60611/unit-3907/home/12599920,MRED,11478127,N,Y,41.8943685,-87.6275053
MLS Listing,,Multi-Family (2-4 Unit),2903 W Warren Blvd,Chicago,IL,60612,379000,5,3.0,CHI - East Garfield Park,,2613,1885,36,,,Active,,,https://www.redfin.com/IL/Chicago/2903-W-Warren-Blvd-60612/home/180185481,MRED,11617973,N,Y,41.8816942,-87.6990294
MLS Listing,,Multi-Family (2-4 Unit),2128 N Mobile Ave,Chicago,IL,60639,349900,7,3.0,CHI - Belmont Cragin,,3920,1926,42,,,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/2128-N-Mobile-Ave-60639/home/13429060,MRED,11613591,N,Y,41.9191123,-87.7831162
MLS Listing,,Condo/Co-op,1541 W Chestnut St #1,Chicago,IL,60642,649900,3,3.0,CHI - West Town,2600,,2004,43,250,194,Active,,,https://www.redfin.com/IL/Chicago/1541-W-Chestnut-St-60642/unit-1/home/12659323,MRED,11610879,N,Y,41.897697,-87.6664927
MLS Listing,,Condo/Co-op,1620 S Michigan Ave #1022,Chicago,IL,60616,295000,2,1.0,CHI - Near South Side,920,,2003,43,321,362,Active,,,https://www.redfin.com/IL/Chicago/1620-S-Michigan-Ave-60616/unit-1022/home/18916672,MRED,11612189,N,Y,41.859565,-87.6242683
MLS Listing,,Condo/Co-op,1600 S Indiana Ave #506,Chicago,IL,60616,325000,2,2.0,CHI - Near South Side,,,2006,44,,476,Active,,,https://www.redfin.com/IL/Chicago/1600-S-Indiana-Ave-60616/unit-506/home/26820549,MRED,11611400,N,Y,41.8598949,-87.6230088
MLS Listing,,Single Family Residential,1708 N Mcvicker Ave,Chicago,IL,60639,289999,4,1.0,CHI - Austin,2493,,1925,49,116,,Active,,,https://www.redfin.com/IL/Chicago/1708-N-McVicker-Ave-60639/home/13427673,MRED,11486575,N,Y,41.9113967,-87.7768137
MLS Listing,,Townhouse,1608 W Touhy Ave Unit A,Chicago,IL,60626,299999,3,2.0,CHI - Rogers Park,,,1959,49,,,Active,,,https://www.redfin.com/IL/Chicago/1608-W-Touhy-Ave-60626/unit-A/home/13571555,MRED,11479811,N,Y,42.0130448,-87.6706559
MLS Listing,,Condo/Co-op,2657 W Thomas St Unit 1E,Chicago,IL,60622,475000,3,3.0,CHI - West Town,1746,,2002,49,272,276,Active,,,https://www.redfin.com/IL/Chicago/2657-W-Thomas-St-60622/unit-1E/home/12657217,MRED,11607703,N,Y,41.90087,-87.694134
MLS Listing,,Single Family Residential,2826 W Warren Blvd,Chicago,IL,60612,489000,4,3.5,CHI - East Garfield Park,2388,2178,1895,49,205,,Active,,,https://www.redfin.com/IL/Chicago/2826-W-Warren-Blvd-60612/home/13259721,MRED,11490481,N,Y,41.8821993,-87.6972652
MLS Listing,,Single Family Residential,6353 S Kilpatrick Ave,Chicago,IL,60629,339900,5,2.5,Clear Ridge,1200,3746,1961,51,283,,Active,,,https://www.redfin.com/IL/Chicago/6353-S-Kilpatrick-Ave-60629/home/13994844,MRED,11492690,N,Y,41.7768758,-87.7395286
MLS Listing,,Condo/Co-op,802 W George St #2,Chicago,IL,60657,290000,2,1.0,Gaslight Village,900,,1908,52,322,471,Active,,,https://www.redfin.com/IL/Chicago/802-W-George-St-60657/unit-2/home/13363030,MRED,11489624,N,Y,41.934637,-87.6492741
MLS Listing,,Condo/Co-op,226 N Clinton St #225,Chicago,IL,60661,299900,1,1.0,CHI - Near West Side,760,,1996,52,395,408,Active,,,https://www.redfin.com/IL/Chicago/226-N-Clinton-St-60661/unit-225/home/12787630,MRED,11492235,N,Y,41.8862901,-87.6417042
MLS Listing,,Condo/Co-op,1449 N Ashland Ave Unit 2R,Chicago,IL,60622,249900,2,1.0,CHI - West Town,800,,,55,312,188,Active,,,https://www.redfin.com/IL/Chicago/1449-N-Ashland-Ave-60622/unit-2R/home/18928359,MRED,11490230,N,Y,41.9084309,-87.6673119
MLS Listing,,Condo/Co-op,235 W Van Buren St #2313,Chicago,IL,60607,320000,2,1.0,CHI - Loop,,,2015,55,,396,Active,,,https://www.redfin.com/IL/Chicago/235-W-Van-Buren-St-60607/unit-2313/home/113099120,MRED,11490207,N,Y,41.8765303,-87.6347529
MLS Listing,,Condo/Co-op,1449 W Walton St #3,Chicago,IL,60642,424900,2,2.0,CHI - West Town,1200,,1997,55,354,166,Active,,,https://www.redfin.com/IL/Chicago/1449-W-Walton-St-60642/unit-3/home/12740919,MRED,11490123,N,Y,41.8986734,-87.6643888
MLS Listing,,Condo/Co-op,1250 S Michigan Ave #1101,Chicago,IL,60605,410500,2,2.0,CHI - Near South Side,1298,,2005,56,316,746,Active,,,https://www.redfin.com/IL/Chicago/1250-S-Michigan-Ave-60605/unit-1101/home/18946568,MRED,11486395,N,Y,41.8659823,-87.6243183
MLS Listing,,Single Family Residential,6259 W Lawrence Ave,Chicago,IL,60630,419999,4,3.0,CHI - Portage Park,2452,,1956,56,171,,Active,,,https://www.redfin.com/IL/Chicago/6259-W-Lawrence-Ave-60630/home/13476425,MRED,11482662,N,Y,41.9672709,-87.784269
MLS Listing,,Condo/Co-op,401 E Ontario St #4204,Chicago,IL,60611,234000,1,1.0,CHI - Near North Side,775,,1990,56,302,680,Active,,,https://www.redfin.com/IL/Chicago/401-E-Ontario-St-60611/unit-4204/home/12765469,MRED,11489174,N,Y,41.893211,-87.616401
MLS Listing,,Single Family Residential,8524 S Seeley Ave,Chicago,IL,60620,235000,3,1.0,CHI - Auburn Gresham,900,,1947,56,261,,Active,,,https://www.redfin.com/IL/Chicago/8524-S-Seeley-Ave-60620/home/13907669,MRED,11488201,N,Y,41.7384943,-87.6743134
MLS Listing,,Condo/Co-op,4334 N Clarendon Ave #207,Chicago,IL,60613,196000,1,1.0,Boardwalk,,,1960,57,,345,Active,,,https://www.redfin.com/IL/Chicago/4334-N-Clarendon-Ave-60613/unit-207/home/13394266,MRED,11488014,N,Y,41.9613072,-87.6503276
MLS Listing,,Condo/Co-op,195 N Harbor Dr #4001,Chicago,IL,60601,470000,2,2.0,CHI - Loop,1221,,1996,58,385,1100,Active,,,https://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-4001/home/14093402,MRED,11478402,N,Y,41.8856057,-87.6155531
MLS Listing,,Single Family Residential,949 N Karlov Ave,Chicago,IL,60651,270000,3,2.0,CHI - Humboldt Park,,,1913,59,,,Active,,,https://www.redfin.com/IL/Chicago/949-N-Karlov-Ave-60651/home/13282850,MRED,11486576,N,Y,41.8985931,-87.7283627
MLS Listing,,Multi-Family (2-4 Unit),3537 W Jackson Blvd,Chicago,IL,60624,525000,8,3.0,CHI - East Garfield Park,,3484,1901,63,,,Active,,,https://www.redfin.com/IL/Chicago/3537-W-Jackson-Blvd-60624/home/13256778,MRED,11474746,N,Y,41.8770057,-87.7150502
MLS Listing,,Multi-Family (2-4 Unit),2318 N Sacramento Ave,Chicago,IL,60647,1175000,7,6.0,CHI - Logan Square,,4356,1925,63,,,Active,,,https://www.redfin.com/IL/Chicago/2318-N-Sacramento-Ave-60647/home/13418463,MRED,11480377,N,Y,41.9238893,-87.7026549
MLS Listing,,Condo/Co-op,340 W Diversey Pkwy #1120,Chicago,IL,60657,360000,3,2.0,Commonwealth Plaza,1400,,1957,65,257,1270,Active,,,https://www.redfin.com/IL/Chicago/340-W-Diversey-Pkwy-60657/unit-1120/home/13369741,MRED,11444921,N,Y,41.9334139,-87.6389044
MLS Listing,,Single Family Residential,3613 W 64th Pl,Chicago,IL,60629,279900,3,1.5,CHI - West Lawn,1640,,1913,65,171,,Active,,,https://www.redfin.com/IL/Chicago/3613-W-64th-Pl-60629/home/13990916,MRED,11481355,N,Y,41.7758451,-87.7135863
MLS Listing,,Single Family Residential,8840 S Mozart Ave,Evergreen Park,IL,60805,264900,2,1.0,Evergreen Park,629,,1938,65,421,,Active,,,https://www.redfin.com/IL/Evergreen-Park/8840-S-Mozart-Ave-60805/home/13187947,MRED,11476857,N,Y,41.7322865,-87.6937712
MLS Listing,,Multi-Family (2-4 Unit),9024 S Houston Ave,Chicago,IL,60617,145000,5,3.0,CHI - South Chicago,,,1890,69,,,Active,,,https://www.redfin.com/IL/Chicago/9024-S-Houston-Ave-60617/home/13042455,MRED,11468295,N,Y,41.7311427,-87.550156
MLS Listing,,Single Family Residential,3358 S Leavitt St,Chicago,IL,60608,495000,3,2.0,CHI - McKinley Park,1232,,1890,69,402,,Active,,,https://www.redfin.com/IL/Chicago/3358-S-Leavitt-St-60608/home/14078135,MRED,11477836,N,Y,41.8322624,-87.6804749
MLS Listing,,Condo/Co-op,65 E Monroe St #4312,Chicago,IL,60603,509000,2,2.0,CHI - Loop,1280,,2008,72,398,905,Active,,,https://www.redfin.com/IL/Chicago/65-E-Monroe-St-60603/unit-4312/home/39567215,MRED,11474948,N,Y,41.8806386,-87.6255308
MLS Listing,,Condo/Co-op,1525 S Sangamon St Unit 805-P,Chicago,IL,60608,519000,2,2.0,University Village,1600,,2001,83,324,870,Active,,,https://www.redfin.com/IL/Chicago/1525-S-Sangamon-St-60608/unit-805-P/home/12573413,MRED,11370278,N,Y,41.8607427,-87.6494388
MLS Listing,,Condo/Co-op,7231 N Damen Ave #2,Chicago,IL,60645,134999,2,1.0,CHI - Rogers Park,745,,1920,84,181,283,Active,,,https://www.redfin.com/IL/Chicago/7231-N-Damen-Ave-60645/unit-2/home/12636715,MRED,11454288,N,Y,42.0135143,-87.6799776
MLS Listing,,Multi-Family (2-4 Unit),8601 S Essex Ave,Chicago,IL,60617,245000,10,3.0,CHI - South Chicago,,3920,1920,61,,,Active,,,https://www.redfin.com/IL/Chicago/8601-S-Essex-Ave-60617/home/13212418,MRED,11458294,N,Y,41.7389239,-87.5633195
MLS Listing,,Single Family Residential,7224 N Hamilton Ave,Chicago,IL,60645,869000,6,3.5,CHI - West Ridge,4459,4356,2001,91,195,,Active,,,https://www.redfin.com/IL/Chicago/7224-N-Hamilton-Ave-60645/home/13572907,MRED,11454557,N,Y,42.0129909,-87.6854012
MLS Listing,,Condo/Co-op,118 E Erie St Unit 37H,Chicago,IL,60611,2800000,3,3.5,CHI - Near North Side,3661,,2014,91,765,6579,Active,,,https://www.redfin.com/IL/Chicago/118-E-Erie-St-60611/unit-37H/home/113099537,MRED,11444036,N,Y,41.8942887,-87.6246388
MLS Listing,,Condo/Co-op,5036 W Pensacola Ave #302,Chicago,IL,60641,299000,2,2.0,CHI - Portage Park,1357,,2007,91,220,360,Active,,,https://www.redfin.com/IL/Chicago/5036-W-Pensacola-Ave-60641/unit-302/home/12609147,MRED,11448220,N,Y,41.9599164,-87.7534847
MLS Listing,,Condo/Co-op,1464 S Michigan Ave #301,Chicago,IL,60605,538000,3,2.0,CHI - Near South Side,1387,,2008,91,388,711,Active,,,https://www.redfin.com/IL/Chicago/1464-S-Michigan-Ave-60605/unit-301/home/39570940,MRED,11368741,N,Y,41.8622613,-87.624234
MLS Listing,,Condo/Co-op,945 N Honore St #1,Chicago,IL,60622,779399,3,2.5,CHI - West Town,2700,,2002,98,289,227,Active,,,https://www.redfin.com/IL/Chicago/945-N-Honore-St-60622/unit-1/home/12707114,MRED,11444781,N,Y,41.8990937,-87.6731731
MLS Listing,,Condo/Co-op,5019 River Rd Unit 1W,Schiller Park,IL,60176,169900,2,1.0,Schiller Park,850,,1968,99,200,200,Active,,,https://www.redfin.com/IL/Schiller-Park/5019-River-Rd-60176/unit-1W/home/12609923,MRED,11447884,N,Y,41.9699422,-87.8610753
MLS Listing,,Single Family Residential,10527 S Oakley Ave,Chicago,IL,60643,375900,3,1.5,CHI - Beverly,2198,6141,1933,107,171,,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/10527-S-Oakley-Ave-60643/home/13072626,MRED,11441539,N,Y,41.7019484,-87.6787972
MLS Listing,,Single Family Residential,2104 N Cleveland Ave,Chicago,IL,60614,2800000,5,4.0,CHI - Lincoln Park,4709,3484,1977,112,595,,Active,,,https://www.redfin.com/IL/Chicago/2104-N-Cleveland-Ave-60614/home/13349768,MRED,11282179,N,Y,41.9204665,-87.641556
MLS Listing,,Multi-Family (2-4 Unit),1145 W 17th St,Chicago,IL,60608,299999,5,2.0,CHI - Lower West Side,,2613,1885,118,,,Active,,,https://www.redfin.com/IL/Chicago/1145-W-17th-St-60608/home/14085909,MRED,11422536,N,Y,41.8587114,-87.655195
MLS Listing,,Condo/Co-op,1510 N Greenview Ave Unit 2F,Chicago,IL,60642,228000,1,1.0,CHI - West Town,700,,2004,119,326,116,Active,,,https://www.redfin.com/IL/Chicago/1510-N-Greenview-Ave-60642/unit-2F/home/18928361,MRED,11428224,N,Y,41.9092364,-87.6654537
MLS Listing,,Single Family Residential,12027 Ann St,Blue Island,IL,60406,209900,5,2.0,Blue Island,1596,3179,1955,89,132,,Active,,,https://www.redfin.com/IL/Blue-Island/12027-Ann-St-60406/home/13131851,MRED,11392843,N,Y,41.6746004,-87.6839842
MLS Listing,,Single Family Residential,3306 W Pierce Ave,Chicago,IL,60651,640000,2,1.5,CHI - Humboldt Park,1825,5309,1950,115,351,,Active,,,https://www.redfin.com/IL/Chicago/3306-W-Pierce-Ave-60651/home/13285637,MRED,11301211,N,Y,41.9093488,-87.709853
Redfin Data,,Condo/Co-op,106 S Sangamon St Unit 1S,Chicago,IL,60607,1150000,4,3.0,Chicago,2750,,2008,1,418,345,Pre On-Market,,,https://www.redfin.com/IL/Chicago/106-S-Sangamon-St-60607/unit-1S/home/28618395,Coming Soon,89673,N,Y,41.8801022,-87.6511177
Redfin Data,,Single Family Residential,6715 N Hiawatha Ave,Chicago,IL,60646,475000,3,1.5,Chicago,1446,5160,1938,1,328,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/6715-N-Hiawatha-Ave-60646/home/13592562,Coming Soon,89548,N,Y,42.002963,-87.769029
Redfin Data,,Multi-Family (2-4 Unit),2259 N Laporte Ave,Chicago,IL,60639,529999,6,3.0,Chicago,2704,6250,1925,1,196,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/2259-N-Laporte-Ave-60639/home/13425756,Coming Soon,89651,N,Y,41.9222638,-87.74963
Redfin Data,,Condo/Co-op,8625 W Foster Ave Unit 2B,Chicago,IL,60656,179999,2,1.5,Chicago,800,,1975,1,225,250,Pre On-Market,,,https://www.redfin.com/IL/Chicago/8625-W-Foster-Ave-60656/unit-2B/home/12718966,Coming Soon,89649,N,Y,41.9726917,-87.8421654
Redfin Data,,Multi-Family (2-4 Unit),9035 S Exchange Ave,Chicago,IL,60617,375000,11,3.0,Chicago,,3475,1891,8,,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/9035-S-Exchange-Ave-60617/home/13043013,Coming Soon,89519,N,Y,41.7308416,-87.5524544
Redfin Data,,Townhouse,3759 S Morgan St Unit C,Chicago,IL,60609,500000,4,2.5,Chicago,2700,,2016,9,185,275,Pre On-Market,,,https://www.redfin.com/IL/Chicago/3759-S-Morgan-St-60609/unit-C/home/144510515,Coming Soon,89511,N,Y,41.825915,-87.6500589
Redfin Data,,Condo/Co-op,"1908 W Irving Park Rd., #404",Chicago,IL,60613,649000,3,2.0,Chicago,1600,,2003,27,406,310,Pre On-Market,,,https://www.redfin.com/IL/Chicago/1908-W-Irving-Park-Rd-60613/unit-404/home/12663755,Coming Soon,89171,N,Y,41.954482,-87.676816
Redfin Data,,Condo/Co-op,3950 N Lake Shore Dr #718,Chicago,IL,60613,140000,1,1.0,Chicago,850,,,64,165,685,Pre On-Market,,,https://www.redfin.com/IL/Chicago/3950-N-Lake-Shore-Dr-60613/unit-718/home/13380743,Coming Soon,88294,N,Y,41.954247,-87.6458578
MLS Listing,,Condo/Co-op,201 N Westshore Dr #1408,Chicago,IL,60601,545000,2,2.5,Lancaster,1295,,2005,1,421,759,Active,,,https://www.redfin.com/IL/Chicago/201-N-Westshore-Dr-60601/unit-1408/home/12647035,MRED,11646994,N,Y,41.8864156,-87.6160537
MLS Listing,,Condo/Co-op,1350 W Fullerton Ave #518,Chicago,IL,60614,475000,2,2.0,CHI - Lincoln Park,,,1998,1,,689,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/1350-W-Fullerton-Ave-60614/unit-518/home/12771401,MRED,11646989,N,Y,41.9254567,-87.6621903
MLS Listing,,Single Family Residential,2227 N 73rd Ave,Elmwood Park,IL,60707,384900,3,2.0,Elmwood Park,1704,4164,1924,1,226,,Active,,,https://www.redfin.com/IL/Elmwood-Park/2227-73rd-Ave-60707/home/13522819,MRED,11646997,N,Y,41.9208769,-87.8083524
MLS Listing,,Single Family Residential,6114 N Legett Ave,Chicago,IL,60646,599900,3,1.5,CHI - Forest Glen,2683,4373,1944,1,224,,Active,October-9-2022 12:00 PM,October-9-2022 03:00 PM,https://www.redfin.com/IL/Chicago/6114-N-Legett-Ave-60646/home/13512654,MRED,11643158,N,Y,41.992514,-87.7550839
MLS Listing,,Condo/Co-op,1400 S Michigan Ave #2404,Chicago,IL,60605,449000,2,2.0,CHI - Near South Side,1260,,2008,1,356,702,Active,,,https://www.redfin.com/IL/Chicago/1400-S-Michigan-Ave-60605/unit-2404/home/52640163,MRED,11646961,N,Y,41.863874,-87.62446
MLS Listing,,Single Family Residential,2248 120th Pl,Blue Island,IL,60406,150000,3,1.5,Blue Island,792,4403,1944,1,189,,Active,,,https://www.redfin.com/IL/Blue-Island/2248-120th-Pl-60406/home/13051791,MRED,11646957,N,Y,41.6747406,-87.6775904
MLS Listing,,Multi-Family (2-4 Unit),1638 N Troy St,Chicago,IL,60647,699000,6,3.0,CHI - Humboldt Park,,,1890,1,,,Active,,,https://www.redfin.com/IL/Chicago/1638-N-Troy-St-60647/home/179475010,MRED,11646959,N,Y,41.9113042,-87.7059664
MLS Listing,,Multi-Family (2-4 Unit),3612 S Halsted St,Chicago,IL,60609,396000,6,3.0,CHI - Bridgeport,,3484,1885,1,,,Active,,,https://www.redfin.com/IL/Chicago/3612-S-Halsted-St-60609/home/14073356,MRED,11646947,N,Y,41.8282638,-87.646301
MLS Listing,,Condo/Co-op,525 W Hawthorne Pl #1102,Chicago,IL,60657,259000,2,1.0,CHI - Lake View,,,1969,1,,675,Active,,,https://www.redfin.com/IL/Chicago/525-W-Hawthorne-Pl-60657/unit-1102/home/12698296,MRED,11629352,N,Y,41.9442213,-87.642196
MLS Listing,,Townhouse,2825 N Wolcott Ave Unit B,Chicago,IL,60657,465000,2,2.0,CHI - North Center,,,,1,,480,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/2825-N-Wolcott-Ave-60657/unit-B/home/13358314,MRED,11633177,N,Y,41.9328954,-87.6741516
MLS Listing,,Single Family Residential,3655 W 69th St,Chicago,IL,60629,329000,6,3.0,CHI - West Lawn,2200,4517,1953,1,150,,Active,,,https://www.redfin.com/IL/Chicago/3655-W-69th-St-60629/home/13989825,MRED,11646939,N,Y,41.7667325,-87.7149153
MLS Listing,,Multi-Family (2-4 Unit),2024 W Coulter St,Chicago,IL,60608,299900,3,1.0,CHI - Lower West Side,,2178,1925,1,,,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/2024-W-Coulter-St-60608/home/14078594,MRED,11646934,N,Y,41.849315,-87.676806
MLS Listing,,Condo/Co-op,3600 N Lake Shore Dr #1506,Chicago,IL,60613,279900,1,1.0,CHI - Lake View,,,1960,1,,622,Active,,,https://www.redfin.com/IL/Chicago/3600-N-Lake-Shore-Dr-60613/unit-1506/home/13376951,MRED,11646935,N,Y,41.9489369,-87.6441842
MLS Listing,,Single Family Residential,3424 W Fulton St,Chicago,IL,60624,200000,4,2.0,CHI - East Garfield Park,4455,4456,,1,45,,Active,,,https://www.redfin.com/IL/Chicago/3424-W-Fulton-Blvd-60624/home/13260634,MRED,11646936,N,Y,41.8866069,-87.7122393
MLS Listing,,Single Family Residential,6912 W Foster Ave,Chicago,IL,60656,388900,3,2.0,Union Ridge,1148,,1957,1,339,,Active,,,https://www.redfin.com/IL/Chicago/6912-W-Foster-Ave-60656/home/13507062,MRED,11646930,N,Y,41.9757457,-87.8003283
MLS Listing,,Condo/Co-op,2117 Howard St Unit 2C,Evanston,IL,60202,107000,1,1.0,Evanston,600,,1958,1,178,,Active,,,https://www.redfin.com/IL/Evanston/2117-Howard-St-60202/unit-2C/home/13604235,MRED,11646927,N,Y,42.0173976,-87.6969601
MLS Listing,,Condo/Co-op,2724 N Wayne Ave #2,Chicago,IL,60614,715000,2,2.0,CHI - Lincoln Park,,,2022,1,,175,Active,October-8-2022 10:00 AM,October-8-2022 12:00 PM,https://www.redfin.com/IL/Chicago/2724-N-Wayne-Ave-60614/unit-2/home/179797198,MRED,11646925,N,Y,41.9314884,-87.6625634
MLS Listing,,Single Family Residential,605 Lyman Ave,Oak Park,IL,60304,828500,4,3.0,Oak Park,2200,5000,1908,1,377,,Active,October-8-2022 11:00 AM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Oak-Park/605-Lyman-Ave-60304/home/13253326,MRED,11646921,N,Y,41.877917,-87.7773133
MLS Listing,,Condo/Co-op,720 N Larrabee St #1705,Chicago,IL,60654,299000,1,1.0,Two River Place,816,,2002,1,366,616,Active,,,https://www.redfin.com/IL/Chicago/720-N-Larrabee-St-60654/unit-1705/home/12662918,MRED,11646922,N,Y,41.8952763,-87.6433527
MLS Listing,,Condo/Co-op,3150 N Lake Shore Dr Unit 26A,Chicago,IL,60657,799900,3,2.5,CHI - Lake View,2200,,1963,1,364,1309,Active,,,https://www.redfin.com/IL/Chicago/3150-N-Lake-Shore-Dr-60657/unit-26A/home/13372557,MRED,11646924,N,Y,41.9389609,-87.6388805
